year,month,day,rainfall,evaporation,discharge
1982,1,1,0,1.3,38.3
1982,1,2,0,0.6,37.8
1982,1,3,1.59,0.6,38.0
1982,1,4,1.44,0.5,40.0
1982,1,5,0,0.9,38.7
1982,1,6,0,0.8,35.6
1982,1,7,0,1.6,34.1
1982,1,8,0,1.1,32.9
1982,1,9,0,0.9,31.8
1982,1,10,0,1.5,30.8
1982,1,11,0.05,1.2,29.9
1982,1,12,0.59,0.4,29.3
1982,1,13,1.15,0.9,29.2
1982,1,14,2.1,0.2,31.2
1982,1,15,0.03,0.2,33.4
1982,1,16,0,2.7,29.4
1982,1,17,0,1.6,28.2
1982,1,18,0,2,27.4
1982,1,19,0,1.3,26.7
1982,1,20,0,1,26.0
1982,1,21,1.02,0.3,26.3
1982,1,22,2.1,0.6,29.0
1982,1,23,0.01,0.6,29.7
1982,1,24,0,1.2,26.5
1982,1,25,0,1.7,25.5
1982,1,26,0,1,24.9
1982,1,27,0.34,1.4,24.3
1982,1,28,0,1.5,23.8
1982,1,29,0,0.8,23.2
1982,1,30,0.05,0.9,22.7
1982,1,31,0,1.2,22.3
1982,2,1,0,1.2,21.8
1982,2,2,0,0.8,21.4
1982,2,3,1.62,0.6,22.2
1982,2,4,4.95,1.4,27.9
1982,2,5,0.86,0.6,32.0
1982,2,6,7.28,0.8,34.8
1982,2,7,13.04,0.9,63.5
1982,2,8,14.25,0.9,103.2
1982,2,9,29.72,0.4,193.6
1982,2,10,24.55,0.6,359.3
1982,2,11,23.25,0,476.2
1982,2,12,0.21,0.6,420.3
1982,2,13,8.53,0.5,298.2
1982,2,14,1.43,0,260.4
1982,2,15,0.02,0.4,194.6
1982,2,16,0,0.6,152.9
1982,2,17,0,0.5,127.3
1982,2,18,6.17,0.6,126.3
1982,2,19,1.71,1.5,128.5
1982,2,20,1.14,0.8,105.0
1982,2,21,0.05,1,92.5
1982,2,22,8.53,0.5,103.8
1982,2,23,9.57,1.1,142.9
1982,2,24,0.6,0.5,141.3
1982,2,25,0.64,1,108.4
1982,2,26,6.68,0.3,112.1
1982,2,27,6.25,0.8,136.2
1982,2,28,0.85,0.7,127.8
1982,3,1,0,1.5,102.6
1982,3,2,0,1.5,89.9
1982,3,3,0.14,0.4,80.9
1982,3,4,0.03,2.7,73.7
1982,3,5,14.07,1.8,98.4
1982,3,6,16.79,1.7,174.7
1982,3,7,35.25,1.1,342.3
1982,3,8,22.4,2.1,556.5
1982,3,9,1.05,0.7,451.9
1982,3,10,0.85,0.7,279.3
1982,3,11,6.68,0.7,234.5
1982,3,12,4.34,1.9,222.3
1982,3,13,24.55,0.1,296.1
1982,3,14,5.71,1,381.4
1982,3,15,17.93,0.6,368.0
1982,3,16,0,1.7,355.5
1982,3,17,0.05,1.1,234.9
1982,3,18,0.04,0.7,181.4
1982,3,19,0.03,2.7,149.6
1982,3,20,0.11,2,127.6
1982,3,21,0.07,1.2,111.5
1982,3,22,4.51,0.5,111.8
1982,3,23,0.02,2.1,113.9
1982,3,24,7.85,2.9,110.5
1982,3,25,7.65,1.4,135.8
1982,3,26,11.14,2,167.4
1982,3,27,0.92,0,173.2
1982,3,28,2.04,0.1,142.5
1982,3,29,0.9,0.4,129.3
1982,3,30,0.06,1.1,112.0
1982,3,31,23.62,3.8,167.7
1982,4,1,2.95,1.5,235.7
1982,4,2,6.09,2,186.1
1982,4,3,7.46,0.8,194.4
1982,4,4,22.72,1.6,284.9
1982,4,5,0.72,0.9,326.0
1982,4,6,0.2,0.7,215.5
1982,4,7,0.01,2.1,169.6
1982,4,8,0.02,2,142.4
1982,4,9,0,2.5,123.0
1982,4,10,0,2.9,108.6
1982,4,11,0,2.3,97.4
1982,4,12,0.75,1.6,88.6
1982,4,13,7.32,1.8,97.3
1982,4,14,0.28,3,107.2
1982,4,15,0,3.6,88.1
1982,4,16,0,2.6,79.8
1982,4,17,1.84,1.1,75.9
1982,4,18,0.53,2.1,73.0
1982,4,19,0,1.7,67.1
1982,4,20,0.5,1.1,63.1
1982,4,21,7.03,0.8,74.7
1982,4,22,7.62,0.6,107.3
1982,4,23,5.09,2.7,117.4
1982,4,24,22.66,2.7,168.0
1982,4,25,18.24,1.4,303.3
1982,4,26,0,2.5,294.5
1982,4,27,0,3.4,199.1
1982,4,28,0.03,1.7,158.7
1982,4,29,8.82,0.7,164.9
1982,4,30,8.21,1.2,202.4
1982,5,1,12.75,1.6,235.5
1982,5,2,0.1,1.8,230.8
1982,5,3,0,3.7,168.0
1982,5,4,0,1.9,138.8
1982,5,5,16.15,2.5,170.6
1982,5,6,22.55,1.3,305.5
1982,5,7,16.18,0.2,430.4
1982,5,8,1.36,1.8,371.8
1982,5,9,17.23,6.8,301.1
1982,5,10,78.65,3.8,872.0
1982,5,11,22.59,0.1,1457.6
1982,5,12,4.24,2,805.3
1982,5,13,4.28,2.5,446.8
1982,5,14,5.47,1.2,335.9
1982,5,15,1.4,0.2,278.2
1982,5,16,0.01,1.4,216.4
1982,5,17,0.82,1.4,174.6
1982,5,18,9.9,2.5,181.1
1982,5,19,0.11,3.4,189.6
1982,5,20,0,4.1,148.8
1982,5,21,0,4.5,128.6
1982,5,22,0,4.4,114.6
1982,5,23,0,4.7,103.7
1982,5,24,0,3.5,94.9
1982,5,25,0.38,3.9,87.6
1982,5,26,0.17,2.6,81.6
1982,5,27,9.78,1.4,100.9
1982,5,28,17.4,0.5,184.1
1982,5,29,5.95,2.2,238.0
1982,5,30,2.82,3,185.2
1982,5,31,0,3.5,146.5
1982,6,1,10.74,4.1,151.6
1982,6,2,10.85,1.9,196.9
1982,6,3,0.05,4,195.9
1982,6,4,0,4.2,148.5
1982,6,5,0,2,126.6
1982,6,6,8.07,1.5,135.1
1982,6,7,10.5,0.6,184.0
1982,6,8,5.21,1,208.1
1982,6,9,0.97,3.1,175.4
1982,6,10,1.91,2.7,139.9
1982,6,11,5.49,1.7,135.0
1982,6,12,3.49,1.8,139.9
1982,6,13,43.23,4.7,297.4
1982,6,14,44.79,0.9,832.1
1982,6,15,58.75,2.9,1462.3
1982,6,16,66.56,0.8,2082.6
1982,6,17,44.2,0,2104.6
1982,6,18,73.05,2.1,2239.8
1982,6,19,7.01,1.1,1709.2
1982,6,20,0.47,2.1,685.4
1982,6,21,0,0,397.1
1982,6,22,60.13,2.1,815.7
1982,6,23,4.14,1.1,1140.1
1982,6,24,0,2.3,547.2
1982,6,25,0,4.3,348.6
1982,6,26,0,5,263.6
1982,6,27,0,4.8,214.4
1982,6,28,0,4.4,182.3
1982,6,29,0,3.7,159.8
1982,6,30,5.55,2.8,155.5
1982,7,1,6.97,2.6,173.6
1982,7,2,0.95,1.2,171.3
1982,7,3,4.65,1.2,159.5
1982,7,4,12.19,4.9,193.3
1982,7,5,6,1.9,221.9
1982,7,6,5.92,1.9,218.8
1982,7,7,2.46,2.3,200.1
1982,7,8,2.83,3.4,165.6
1982,7,9,0,4.7,145.8
1982,7,10,0,4.4,131.6
1982,7,11,0,3.8,120.5
1982,7,12,0,4.9,111.4
1982,7,13,0,5.4,103.7
1982,7,14,0,5,97.2
1982,7,15,0,4.9,91.5
1982,7,16,0.3,4.5,86.5
1982,7,17,2.25,4.7,82.2
1982,7,18,2.6,4.9,78.5
1982,7,19,0.44,4.6,75.1
1982,7,20,0,4.6,72.0
1982,7,21,0,6.1,69.0
1982,7,22,0,5.6,66.2
1982,7,23,0,4.4,63.7
1982,7,24,0.21,4,61.3
1982,7,25,5.46,5,60.3
1982,7,26,0.41,3.3,59.6
1982,7,27,0.9,4.7,56.7
1982,7,28,0,6.3,54.7
1982,7,29,3.66,4.8,52.9
1982,7,30,14.86,1,84.5
1982,7,31,13.89,1.6,163.4
1982,8,1,3.65,3.3,170.9
1982,8,2,2.83,2.5,127.7
1982,8,3,4.98,2.6,119.0
1982,8,4,0.13,4.4,114.2
1982,8,5,0,4.4,98.4
1982,8,6,5.54,5,90.6
1982,8,7,2.58,2.7,85.0
1982,8,8,0.02,5.6,77.7
1982,8,9,0.08,4.7,72.2
1982,8,10,0.08,5,67.6
1982,8,11,0.36,4.2,63.5
1982,8,12,0.02,4.3,60.0
1982,8,13,7.85,4.9,63.6
1982,8,14,8.14,4.3,77.2
1982,8,15,0,5.3,78.1
1982,8,16,0.09,4.2,65.7
1982,8,17,1.57,3.6,60.8
1982,8,18,4.84,2.3,63.1
1982,8,19,10.51,4.3,80.8
1982,8,20,4,3.4,90.2
1982,8,21,0.01,4.2,74.1
1982,8,22,0,4.5,66.5
1982,8,23,6.45,3.5,68.8
1982,8,24,0.55,4.5,72.2
1982,8,25,6.57,2.2,72.5
1982,8,26,0.11,4.1,78.8
1982,8,27,0,3.3,65.8
1982,8,28,1.42,4.2,60.5
1982,8,29,2.58,3.6,56.8
1982,8,30,2.55,3.4,53.6
1982,8,31,7.98,6.4,54.0
1982,9,1,3.64,3.8,55.0
1982,9,2,1.23,5.6,49.6
1982,9,3,0,4.8,46.9
1982,9,4,0.02,5,44.6
1982,9,5,0.71,4.5,42.6
1982,9,6,5.06,4.6,41.7
1982,9,7,0,4.6,41.0
1982,9,8,4.01,3.8,39.0
1982,9,9,0,4.2,37.9
1982,9,10,0,3.2,36.1
1982,9,11,0.98,2.1,34.8
1982,9,12,0.72,1.5,33.7
1982,9,13,10.74,0.2,50.0
1982,9,14,19.48,0,113.3
1982,9,15,3.72,1.9,149.3
1982,9,16,4.68,1,116.4
1982,9,17,0.06,1.5,107.4
1982,9,18,0.53,3.1,89.2
1982,9,19,1.67,3.1,79.3
1982,9,20,0,4.4,71.9
1982,9,21,3.45,1.6,69.9
1982,9,22,1.95,1.5,70.0
1982,9,23,0,4.2,62.9
1982,9,24,0,3.7,57.3
1982,9,25,0,3.3,53.3
1982,9,26,0,3.6,50.0
1982,9,27,0,3.8,47.0
1982,9,28,0,3,44.4
1982,9,29,0,3.1,42.1
1982,9,30,1.55,2.1,40.0
1982,10,1,0.07,3.7,38.2
1982,10,2,0.73,2.8,36.5
1982,10,3,0.02,3.2,34.9
1982,10,4,0.37,3.4,33.5
1982,10,5,0,4,32.2
1982,10,6,0,2.6,31.0
1982,10,7,0,3.5,29.9
1982,10,8,0,4.3,28.8
1982,10,9,0,4,27.8
1982,10,10,0,3.8,26.9
1982,10,11,0,3.5,26.0
1982,10,12,0,3.3,25.2
1982,10,13,0,3.8,24.4
1982,10,14,0,3.8,23.7
1982,10,15,0,3.7,23.0
1982,10,16,0,3,22.3
1982,10,17,0,3,21.7
1982,10,18,0,3.4,21.1
1982,10,19,0,3.9,20.5
1982,10,20,0,3.2,20.0
1982,10,21,2.92,0.9,21.8
1982,10,22,0.35,1.9,24.2
1982,10,23,2.49,0.3,23.2
1982,10,24,7.55,1.3,33.0
1982,10,25,23.86,0.9,72.6
1982,10,26,30.59,0,180.7
1982,10,27,37.29,0,375.9
1982,10,28,8.59,0,464.7
1982,10,29,6.86,1.3,341.1
1982,10,30,11.67,4.7,285.2
1982,10,31,37.03,1.8,408.9
1982,11,1,1.94,1.4,471.1
1982,11,2,0.02,1.6,278.7
1982,11,3,0,1.6,200.6
1982,11,4,5.15,3.6,164.1
1982,11,5,34.25,1.5,270.2
1982,11,6,2.24,0.8,371.9
1982,11,7,0.05,0.7,236.1
1982,11,8,0.16,1.1,175.7
1982,11,9,0.86,2.7,142.8
1982,11,10,0,3.8,120.2
1982,11,11,0.01,2.1,103.8
1982,11,12,0,1.4,91.4
1982,11,13,0,1.4,81.7
1982,11,14,3.89,0,83.3
1982,11,15,12.64,0.9,117.1
1982,11,16,6.33,1,151.1
1982,11,17,0.11,0.7,130.4
1982,11,18,3.57,0.4,112.3
1982,11,19,0.17,1.2,107.5
1982,11,20,0,1.4,90.3
1982,11,21,0,0.8,80.5
1982,11,22,4.44,0.9,81.6
1982,11,23,0.42,1.2,84.1
1982,11,24,0.05,0.6,71.2
1982,11,25,0.25,0.7,64.9
1982,11,26,6.54,0.7,73.1
1982,11,27,0.04,1,82.9
1982,11,28,26.66,1.2,134.2
1982,11,29,7.38,0.9,231.9
1982,11,30,0.01,1.4,179.7
1982,12,1,0,1,135.2
1982,12,2,0,1.1,114.2
1982,12,3,0,0.6,99.7
1982,12,4,0,0.8,88.6
1982,12,5,17.15,1.3,123.8
1982,12,6,3.05,1.6,168.0
1982,12,7,0.7,0.3,126.4
1982,12,8,3.42,0.3,115.4
1982,12,9,0.9,0.4,112.0
1982,12,10,0.39,0.4,95.8
1982,12,11,0.35,1.2,84.5
1982,12,12,0.34,1.4,76.7
1982,12,13,0.01,1.7,70.3
1982,12,14,0,1.1,65.0
1982,12,15,0.01,1.2,60.5
1982,12,16,0,1.5,56.7
1982,12,17,0,1.8,53.4
1982,12,18,0,1.8,50.5
1982,12,19,0,1.3,47.9
1982,12,20,0,1.1,45.7
1982,12,21,0.01,1.5,43.6
1982,12,22,0,1.3,41.8
1982,12,23,0,1.2,40.2
1982,12,24,6.96,0.1,51.0
1982,12,25,4.32,0.6,71.7
1982,12,26,0.06,1.6,65.5
1982,12,27,0,1,54.2
1982,12,28,0,0.9,50.4
1982,12,29,0,1.2,47.8
1982,12,30,0,0.9,45.4
1982,12,31,0,0.9,43.3
1983,1,1,0,0.4,41.5
1983,1,2,0.01,0.8,39.8
1983,1,3,0,1,38.3
1983,1,4,33.53,0,106.4
1983,1,5,9.36,0.6,235.1
1983,1,6,0.98,0.1,184.9
1983,1,7,24.86,0,235.2
1983,1,8,12.6,0.1,363.8
1983,1,9,3.96,0.1,318.7
1983,1,10,2.73,0.8,243.8
1983,1,11,8.83,0.1,228.7
1983,1,12,2.58,0.2,226.9
1983,1,13,0.47,0.4,178.6
1983,1,14,0.03,0.8,142.5
1983,1,15,0.12,0.7,120.8
1983,1,16,0,0.4,105.4
1983,1,17,1.41,0.4,96.6
1983,1,18,0.79,1,90.0
1983,1,19,0.22,0.8,80.2
1983,1,20,0.09,1.2,73.4
1983,1,21,0,1.3,68.0
1983,1,22,0,0.9,63.4
1983,1,23,0.01,1.1,59.5
1983,1,24,0,0,56.1
1983,1,25,0,3.1,53.2
1983,1,26,0,1.4,50.5
1983,1,27,0,1.2,48.2
1983,1,28,0.48,0.9,46.2
1983,1,29,0,0.9,44.4
1983,1,30,3.38,0,49.1
1983,1,31,26.73,0.6,116.0
1983,2,1,18.89,1,255.8
1983,2,2,8.45,1.4,282.4
1983,2,3,0.88,1.2,223.4
1983,2,4,0,1,165.2
1983,2,5,5.8,0.4,155.9
1983,2,6,1.46,0.2,157.2
1983,2,7,0.17,1.4,130.2
1983,2,8,0,1.8,110.0
1983,2,9,0.23,1.1,97.1
1983,2,10,13.25,0.5,125.2
1983,2,11,0.53,0.5,156.0
1983,2,12,0,1.8,115.3
1983,2,13,0,1.9,99.2
1983,2,14,0.92,0.4,90.4
1983,2,15,5.67,0,99.3
1983,2,16,4.37,0.2,119.2
1983,2,17,0.1,2.2,110.9
1983,2,18,0,1.8,91.4
1983,2,19,5.17,0.5,94.7
1983,2,20,10.75,2.1,126.1
1983,2,21,4.72,0.1,149.4
1983,2,22,2.14,0.5,137.5
1983,2,23,39.19,0.7,273.0
1983,2,24,22.18,0,570.7
1983,2,25,3.65,0.4,497.1
1983,2,26,4.21,0,342.4
1983,2,27,16.75,0.7,355.1
1983,2,28,3.61,0.1,366.1
1983,3,1,5.41,0,292.4
1983,3,2,0.46,1.3,242.3
1983,3,3,20.07,0.5,279.7
1983,3,4,2.09,1.1,328.7
1983,3,5,0,2.1,225.1
1983,3,6,0,2,175.0
1983,3,7,0.58,0.4,146.8
1983,3,8,1.44,1.1,128.6
1983,3,9,10.06,0.2,149.8
1983,3,10,2.87,0,181.8
1983,3,11,36.52,0.1,327.9
1983,3,12,14.73,0.7,574.3
1983,3,13,0.17,2.5,426.8
1983,3,14,1.35,0.5,277.5
1983,3,15,28.77,0,383.2
1983,3,16,1.74,1,472.2
1983,3,17,0,2.6,291.8
1983,3,18,0.28,1.8,215.6
1983,3,19,58.21,0.2,540.6
1983,3,20,22.49,0.1,1078.6
1983,3,21,1.87,0.3,709.4
1983,3,22,1.5,2.5,397.9
1983,3,23,0.05,3.2,274.3
1983,3,24,7.32,2.1,240.3
1983,3,25,15.98,0.7,307.3
1983,3,26,0.27,0.6,322.1
1983,3,27,22.75,0,360.8
1983,3,28,8.23,0.5,474.9
1983,3,29,0.55,0.5,351.9
1983,3,30,1.07,1.1,246.3
1983,3,31,0,1.1,195.9
1983,4,1,0,1.8,164.7
1983,4,2,0.25,1.4,143.0
1983,4,3,0,2.6,127.1
1983,4,4,0.72,0.7,115.1
1983,4,5,1.42,2.1,105.7
1983,4,6,8.08,1.6,120.4
1983,4,7,12.45,0.6,184.3
1983,4,8,19.6,1.2,301.1
1983,4,9,8.87,2.7,367.0
1983,4,10,21.73,2.6,409.8
1983,4,11,31.75,4.2,641.9
1983,4,12,0.15,2.4,607.1
1983,4,13,6.01,4.8,357.8
1983,4,14,11.85,1.9,328.3
1983,4,15,8.55,2.6,348.7
1983,4,16,30.05,2.5,480.7
1983,4,17,15.65,1.2,665.5
1983,4,18,20.98,0,689.5
1983,4,19,3.94,1.1,604.8
1983,4,20,2.34,0.7,391.9
1983,4,21,11.45,1.2,356.9
1983,4,22,10.47,1.4,398.1
1983,4,23,7.37,1,384.8
1983,4,24,1.1,1.1,312.7
1983,4,25,0.49,2.1,231.5
1983,4,26,0,2.9,190.2
1983,4,27,0,5.5,163.4
1983,4,28,1.57,5.6,143.9
1983,4,29,22.29,3.3,216.2
1983,4,30,9.74,0.8,344.7
1983,5,1,6.08,1.6,321.1
1983,5,2,21.17,0,399.1
1983,5,3,1.36,1.1,438.7
1983,5,4,0,2.3,284.6
1983,5,5,9.09,2.8,255.1
1983,5,6,22.24,1.6,374.4
1983,5,7,0.03,3.6,415.7
1983,5,8,0.07,3,271.0
1983,5,9,4.63,2.8,221.1
1983,5,10,24.86,0.6,335.9
1983,5,11,20.42,2.6,565.2
1983,5,12,7.93,1.9,535.9
1983,5,13,0.06,3.5,376.2
1983,5,14,4.79,4.3,267.5
1983,5,15,14.19,2.6,282.9
1983,5,16,0.81,2,296.3
1983,5,17,0,3.8,216.0
1983,5,18,0.4,3,178.2
1983,5,19,2.97,1.2,162.5
1983,5,20,5.41,1.7,168.4
1983,5,21,0.55,3.8,163.0
1983,5,22,0,2.9,137.2
1983,5,23,4.52,3.8,126.1
1983,5,24,26.27,1.1,231.0
1983,5,25,3.25,5.4,338.8
1983,5,26,0,3.7,223.6
1983,5,27,0.03,3.2,179.3
1983,5,28,0.51,2.7,153.8
1983,5,29,6.29,3,149.1
1983,5,30,43.4,8.2,330.0
1983,5,31,13.33,3.7,568.6
1983,6,1,14.26,2.1,497.7
1983,6,2,8.69,1.4,464.5
1983,6,3,3.25,3,357.1
1983,6,4,0.09,3,253.9
1983,6,5,0.04,3.1,201.6
1983,6,6,0,4.6,169.3
1983,6,7,0,3.9,146.7
1983,6,8,0,4,130.0
1983,6,9,11.86,3.9,148.4
1983,6,10,14.06,4.1,212.6
1983,6,11,5.14,5.8,217.0
1983,6,12,13.84,10.1,181.1
1983,6,13,14.43,0.5,239.1
1983,6,14,16.1,3.4,342.9
1983,6,15,40.91,1.1,625.1
1983,6,16,22.71,0.4,957.2
1983,6,17,7.62,1.4,738.4
1983,6,18,23.49,2.5,642.2
1983,6,19,25.05,6.3,745.6
1983,6,20,13.55,2.8,683.5
1983,6,21,21,6.9,608.7
1983,6,22,0.8,5.8,487.3
1983,6,23,0.23,4.2,312.6
1983,6,24,0,4.3,237.1
1983,6,25,0,5.6,193.9
1983,6,26,0,6.3,164.9
1983,6,27,0.42,4.4,144.1
1983,6,28,0.08,4.8,128.7
1983,6,29,0.04,5,116.6
1983,6,30,0,5.1,106.8
1983,7,1,0,6.2,98.7
1983,7,2,17.16,2.1,144.9
1983,7,3,6.88,2.4,216.1
1983,7,4,0.69,5.5,179.1
1983,7,5,0,4.6,142.8
1983,7,6,0,4.8,124.7
1983,7,7,0,2.1,111.7
1983,7,8,0.28,0.7,101.7
1983,7,9,1.15,3.8,93.6
1983,7,10,0,3.2,86.9
1983,7,11,0,3.1,81.3
1983,7,12,4.6,3.8,78.8
1983,7,13,1.75,4.8,77.0
1983,7,14,0,4.6,71.3
1983,7,15,5.88,4.9,70.1
1983,7,16,7.06,4.8,75.6
1983,7,17,3.99,3.8,77.4
1983,7,18,0.43,4.4,69.6
1983,7,19,0,5.3,65.2
1983,7,20,0,6,62.0
1983,7,21,0,6.5,59.1
1983,7,22,0,5.5,56.4
1983,7,23,0,5.8,54.0
1983,7,24,0,6.4,51.7
1983,7,25,0.05,8.8,49.5
1983,7,26,0.03,6.1,47.4
1983,7,27,1.53,5.9,45.5
1983,7,28,0,5.5,43.7
1983,7,29,0,7.1,42.1
1983,7,30,0,6.8,40.4
1983,7,31,0,6.2,38.9
1983,8,1,0,6.4,37.5
1983,8,2,0.1,6.1,36.1
1983,8,3,0,7.5,34.8
1983,8,4,0,5.8,33.6
1983,8,5,0.53,6.4,32.4
1983,8,6,0.45,6,31.3
1983,8,7,12.05,7.3,37.4
1983,8,8,5.05,7,45.2
1983,8,9,4.76,5,36.0
1983,8,10,2.16,5.3,33.8
1983,8,11,0.45,4.9,32.5
1983,8,12,0.04,5.9,31.3
1983,8,13,0.69,3.1,30.2
1983,8,14,5.44,3.2,32.3
1983,8,15,4.28,4,35.7
1983,8,16,0.2,5.2,31.5
1983,8,17,0.74,4.8,29.5
1983,8,18,3.78,4.9,28.5
1983,8,19,0,4.3,27.5
1983,8,20,2.95,3.6,26.6
1983,8,21,0.95,2.2,25.8
1983,8,22,4.05,3.7,25.5
1983,8,23,9.26,3.5,33.1
1983,8,24,1.97,1.8,41.7
1983,8,25,24.42,1.5,68.9
1983,8,26,0,2.9,116.1
1983,8,27,0,3.8,72.7
1983,8,28,0,4.4,62.2
1983,8,29,0,4.7,57.1
1983,8,30,0,4.3,52.7
1983,8,31,2.07,3.7,48.9
1983,9,1,0.03,4.8,45.6
1983,9,2,8.5,5,48.5
1983,9,3,21.87,2.8,88.2
1983,9,4,2.72,3.4,123.0
1983,9,5,0,4.3,82.7
1983,9,6,1.15,4.5,70.9
1983,9,7,0,4.6,64.1
1983,9,8,0,4.8,58.5
1983,9,9,5.33,4.3,55.6
1983,9,10,1.1,4.2,53.6
1983,9,11,18.81,3.9,75.7
1983,9,12,6.17,2.5,112.3
1983,9,13,1.45,3.2,89.3
1983,9,14,0.2,3.8,72.4
1983,9,15,0,5.3,64.8
1983,9,16,0,4.3,59.0
1983,9,17,11.32,3.1,69.4
1983,9,18,17.22,1.4,116.8
1983,9,19,2.82,2.4,136.5
1983,9,20,0,5.3,97.4
1983,9,21,0,2.3,82.4
1983,9,22,0,3.8,73.3
1983,9,23,0,3.5,66.0
1983,9,24,0,3.9,60.0
1983,9,25,0,1.9,55.0
1983,9,26,0,4,50.7
1983,9,27,0,3.3,47.0
1983,9,28,0,3.9,43.9
1983,9,29,0,2.7,41.1
1983,9,30,21.47,1.2,72.2
1983,10,1,3.74,1.6,116.5
1983,10,2,0,2.7,82.7
1983,10,3,0,2.8,68.1
1983,10,4,0,4.2,61.3
1983,10,5,0,4.1,56.0
1983,10,6,0,2.7,51.5
1983,10,7,0.11,4.3,47.6
1983,10,8,2.22,2.9,44.3
1983,10,9,0,3.3,41.4
1983,10,10,0,4.2,38.9
1983,10,11,0,4.2,36.6
1983,10,12,0.04,2.9,34.6
1983,10,13,0.46,1,32.8
1983,10,14,0.17,1.6,31.2
1983,10,15,0.65,1.7,29.7
1983,10,16,1.64,1.2,28.9
1983,10,17,0.7,2.2,28.4
1983,10,18,0.16,2.9,26.6
1983,10,19,0,3.6,25.4
1983,10,20,0,3,24.4
1983,10,21,0,2.3,23.5
1983,10,22,0,2,22.7
1983,10,23,0.17,1.7,21.9
1983,10,24,0.08,2.8,21.2
1983,10,25,0,3.7,20.5
1983,10,26,1.52,0.9,20.5
1983,10,27,0.04,1.5,20.7
1983,10,28,0.06,1.2,19.2
1983,10,29,0,2.2,18.6
1983,10,30,0,3.2,18.0
1983,10,31,0,3.1,17.5
1983,11,1,0,3.3,17.0
1983,11,2,0,2.3,16.6
1983,11,3,0,2,16.1
1983,11,4,0,2.1,15.7
1983,11,5,0,2.4,15.3
1983,11,6,0,1.8,15.0
1983,11,7,0,1.4,14.6
1983,11,8,0,2.3,14.3
1983,11,9,0,1.4,13.9
1983,11,10,1.92,1.5,14.0
1983,11,11,1.38,1,14.5
1983,11,12,4.09,2.8,15.3
1983,11,13,0.01,1.5,15.9
1983,11,14,0,2.3,13.9
1983,11,15,0,2.1,13.4
1983,11,16,0,2.8,13.1
1983,11,17,0.01,3.1,12.8
1983,11,18,0.02,1.8,12.6
1983,11,19,0,2.5,12.3
1983,11,20,0,1.7,12.1
1983,11,21,0,1.5,11.8
1983,11,22,0,1.5,11.6
1983,11,23,0,1.6,11.4
1983,11,24,0,2.1,11.2
1983,11,25,0,2.6,10.9
1983,11,26,0,2.7,10.7
1983,11,27,0,2,10.5
1983,11,28,0,2,10.4
1983,11,29,0,1.8,10.2
1983,11,30,0,2.1,10.0
1983,12,1,0,2,9.8
1983,12,2,0,2.2,9.7
1983,12,3,0,1.9,9.5
1983,12,4,0,1.8,9.3
1983,12,5,0,1.8,9.2
1983,12,6,0,1.8,9.0
1983,12,7,0,2.1,8.9
1983,12,8,0,1.8,8.8
1983,12,9,0,1.6,8.6
1983,12,10,0,1.1,8.5
1983,12,11,0,2,8.4
1983,12,12,0,1.1,8.2
1983,12,13,0,1.2,8.1
1983,12,14,0,1,8.0
1983,12,15,0,0.9,7.9
1983,12,16,0.04,1.5,7.8
1983,12,17,0.22,0,7.8
1983,12,18,0.07,0.7,7.9
1983,12,19,3.9,0.5,9.9
1983,12,20,1.06,0.4,13.5
1983,12,21,2.93,0.6,11.8
1983,12,22,1.76,1,13.3
1983,12,23,0.09,1.3,11.1
1983,12,24,0,0.8,9.7
1983,12,25,0,1.8,9.5
1983,12,26,0,2.6,9.3
1983,12,27,0,0,9.1
1983,12,28,3.16,1.8,10.0
1983,12,29,16.15,0.5,23.2
1983,12,30,0.05,0.5,38.7
1983,12,31,0,0.5,19.6
1984,1,1,0,0.7,16.8
1984,1,2,0,1,16.3
1984,1,3,0,0.9,15.8
1984,1,4,0,0,15.3
1984,1,5,0,2.5,14.9
1984,1,6,0,0.5,14.5
1984,1,7,0,0,14.1
1984,1,8,0,0,13.7
1984,1,9,0,0,13.4
1984,1,10,0,6.2,13.0
1984,1,11,0,1.2,12.7
1984,1,12,0,1.5,12.4
1984,1,13,0,1.9,12.1
1984,1,14,0,1.3,11.8
1984,1,15,0.23,0.6,11.6
1984,1,16,2.07,0.7,12.3
1984,1,17,0.66,0.5,13.6
1984,1,18,4.65,0.5,15.1
1984,1,19,1.48,0.5,19.6
1984,1,20,7.92,0,22.1
1984,1,21,9.55,0,37.8
1984,1,22,0.55,0.7,39.4
1984,1,23,0.16,0.5,25.8
1984,1,24,0.57,0.1,23.8
1984,1,25,0.64,0.1,23.9
1984,1,26,1.34,0,24.4
1984,1,27,3.43,0,27.8
1984,1,28,2.32,0,31.8
1984,1,29,1.31,0.1,30.6
1984,1,30,2.96,0,30.7
1984,1,31,4.14,0.4,35.6
1984,2,1,4.14,0,40.1
1984,2,2,7.02,0.1,47.6
1984,2,3,3.34,0.1,54.2
1984,2,4,3.13,0.1,51.2
1984,2,5,3.43,0,52.4
1984,2,6,0.47,0,50.9
1984,2,7,0,0,43.6
1984,2,8,0,2.6,39.5
1984,2,9,4.82,0,43.0
1984,2,10,14.48,0.3,68.2
1984,2,11,3.85,0.2,89.3
1984,2,12,1.57,0.2,73.0
1984,2,13,1.79,0.1,65.1
1984,2,14,0.87,0.5,60.7
